"","Labels","Text","Text_Tag"
"5700",2," a study that percent tested for just to ","food-safety"
"5701",5," education rates schools the five the ","education"
"5702",0," says does jobs state secretary state lieutenant for than price of in state ","government-efficiency"
"5703",4," under policies going reduce debt the states trillion the 10 ","debt,deficit,federal-budget"
"5704",0," i been on in deficit ","federal-budget,job-accomplishments"
"5705",4," we get of from white i frankly had call them ","bipartisanship"
"5706",2," says in year nearly percent women in texas health services a other a ","abortion,health-care,public-health,women"
"5707",5," earmarks in spending included for management wisconsin ","agriculture,federal-budget"
"5708",1," agency rep caused higher rates ","federal-budget"
"5709",1," were a gas which north largest most infrastructure ever ","energy"
"5710",0," stimulus went office for ","message-machine-2012,stimulus"
"5711",2," the state is a and for government ","retirement,state-budget"
"5712",2," the financial has congressional ","congressional-rules,financial-regulation"
"5713",3," hes the who that would to left on ","gays-and-lesbians"
"5714",0," jeb plan social is for and the to ","social-security"
"5715",0," i little that into at point ","economy"
"5716",5," 40 of homeowners subprime ","economy"
"5717",1," says lee once i met control i like ","crime,guns"
"5718",2," says 2000 broke story w drunk who it ","bush-administration"
"5719",2," barack wants nearly the tax taxes funds for nurses ","taxes"
"5720",4," says and are a in that the ","ebola,public-health"
"5721",0," republicans single to spending 2015 ","state-budget,state-finances,taxes"
"5722",3," to with the is people business make for ","civil-rights,diversity"
"5723",4," says challenger his house taxes school even ","candidates-biography,county-budget,campaign-advertising,states,taxes"
"5724",3," and have more million less 1 of population ","foreign-policy"
"5725",0," i all ","candidates-biography"
"5726",5," i the member congress contribute donald ","campaign-finance,candidates-biography,elections"
"5727",1," i more than other in race or ","elections"
"5728",3," the democrats stimulus been with million fund programs diseases ","economy,stimulus"
"5729",3," were state were doing solar production ","energy"
"5730",5," in they have of of ","elections,abc-news-week"
"5731",2," new has more to than other ","economy"
"5732",1," john ohios was in nation he office were in nation terms economic growth ","economy,jobs"
"5733",0," is of ","civil-rights,history"
"5734",2," because gov walkers a percentage general tax is to off than before our ","debt,state-budget,state-finances,taxes,transportation"
"5735",2," i office deficit nearly percent our today percent ","deficit,economy,federal-budget"
"5736",3," were in united in businesses ","economy,jobs"
"5737",4," i banned talking bill the presidential ","elections,pundits,terrorism"
"5738",3," says romney flipflopped his for reagans ","candidates-biography,message-machine-2012"
"5739",1," says gov walker invented billion ","labor,state-budget,state-finances"
"5740",3," we have a thats from ability build that hold water for of ","water"
"5741",1," is to veterans capita any in ","census,military,veterans"
"5742",2," ohio doing right than national on the numbers ","economy,state-finances"
"5743",2," it projected million will the keep that in dc philadelphia york only 32 in ","state-budget,stimulus,transportation"
"5744",2," our have nearly as jobs this as had the point the recovery there no ","economy,jobs"
"5745",3," we six districts are school to this ","education"
"5746",0," says and have put first the as result deer has ","environment,recreation"
"5747",2," today are going work ever in of state indiana ","economy,jobs"
"5748",2," no knows the bonds there some put the offer they remain ","bankruptcy,corporations,economy,transparency"
"5749",1," today cant on fund public its funded ","retirement,state-budget,workers"
"5750",2," says average tax was percent ","taxes"
"5751",3," president obama times did have legal to as did ","immigration"
"5752",2," nearly percent the who health through womens program at planned health ","abortion,health-care,public-health,women"
"5753",3," last we 14 less on than did year ","energy"
"5754",1," floridas on industry stronger almost other ","congress,financial-regulation,government-regulation,poverty"
"5755",0," congressman voted cut for and your ","federal-budget,health-care,medicare,taxes"
"5756",0," on last to i i the who the and bank passed the crisis bank the ","financial-regulation"
"5757",2," the election was written the of former for and former for ","ethics"
"5758",0," says sen supported barack economic 97 of time ","bipartisanship,congress"
"5759",5," percent the adults this are or to ","military"
"5760",3," says dewhurst cruz a chinese ","bipartisanship,candidates-biography"
"5761",4," less 10 of barack cabinet have ","message-machine-2012"
"5762",5," law the of in united ","agriculture,marijuana,small-business"
"5763",5," we as jobs the six of year we in of and was best year privatesector growth the 2000 ","jobs"
"5764",3," greg has from who given and a from that in loophole the that them charge rates ","campaign-finance,financial-regulation"
"5765",2," many the the against are of congressional in of tax earlier year ","florida,florida-amendments"
"5766",3," says power pay percent 15 below national for ","energy"
"5767",2," in that background for 49 fewer are and ","crime,guns,states,women"
"5768",2," nothing any the bills require to or to benefits ","health-care,immigration"
"5769",5," every you the majority people everify ","immigration,polls,workers"
"5770",2," sen voted let companies the and rules ","climate-change,energy,environment,message-machine,oil-spill"
"5771",2," i the as budget of billion spending to the while education health ","state-budget,state-finances"
"5772",5," the of fouryear it taxpayers than million to the mansion ","state-budget"
"5773",5," says trump and supreme ","candidates-biography,supreme-court"
"5774",0," says is who to by keystone is to bruce ","campaign-finance,climate-change,environment,message-machine-2014,campaign-advertising"
"5775",2," says state support a to medicare ","federal-budget,medicare"
"5776",1," on by couples ","children,families,gays-and-lesbians"
"5777",2," in debbie missed congressional of worst of member congress ","candidates-biography,congress,voting-record"
"5778",1," off with in from who and ","message-machine,campaign-advertising"
"5779",0," people going be of homes nursing if texas of state into ","health-care,state-budget"
"5780",3," women still cents every a earns texas ","economy,women,workers"
"5781",3," will by on political special ","oil-spill,state-budget"
"5782",0," of in scotts health company top said even away poor and him outside door ","health-care,message-machine"
"5783",2," the of that carolina tried was black ","elections"
"5784",4," scott with of a ","sports"
"5785",1," percent the in poverty women ","poverty,women"
